	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63
Run_96cell84	0.641208	-0.1833832	0.9967607	-0.05150831	0.15746644	0.023370728	0.7721127	-0.11294017	0.95325774	0.01309608	0.026290193	0.3664638	1.0801237	1.0438503	-0.041522197	1.114632	1.0709841	0.102479994	0.7536684	1.0029254	1.0158952	-0.0077616647	1.0212195	-0.019685265	0.51746833	0.692744	-0.042402577	0.8612193	-0.057138186	1.183212	-0.11766959	0.29947782	-0.03315019	1.3057698	0.017831974	1.0608959	0.9295828	-0.005138727	0.5795583	0.8233913	0.93326175	1.0900621	0.83437026	1.1128149	1.0993114	0.13585284	0.89394885	0.08941711	0.99957705	-0.0065792394	0.014612559	-0.12476997	0.20073771	1.1343781	0.039253265	0.7441895	0.79003894	0.8659345	0.983291	0.97640455	0.70152	0.03247024	0.58784676	0.739858
Run_96cell85	0.69010645	-0.12053784	0.9522254	-0.039661434	-0.09658851	0.12056899	0.7870501	0.01023902	1.1094109	-0.045851257	-0.05225735	0.4114959	0.9881337	1.224442	-0.02025127	1.207149	1.0479977	0.45209432	0.17014603	1.2494001	1.060607	-0.07138501	1.1090984	0.17830467	0.6547189	0.52058226	-0.095561326	0.83936155	0.028510775	1.3209037	-0.14843415	0.012237966	-0.070397116	1.2913495	0.15153977	1.1036886	1.0640328	-0.0386289	0.19995272	0.7032205	1.144717	1.0550817	0.74364513	1.0323308	0.9229061	0.0017207004	1.1633856	0.106400296	0.9046763	0.13303412	-0.04432529	0.32904768	0.5680852	1.372795	0.002549247	1.0618784	0.8921341	0.14556828	1.0431508	1.0773544	0.8202712	0.08098666	0.47753093	0.85337555
Run_96cell86	0.45864	0.4648512	1.0071526	0.049907714	-0.040848833	0.081219584	0.82101923	0.06946709	1.0621086	-0.03352641	-0.008382791	0.7926434	1.0503753	0.7595843	-0.02232062	0.89825153	0.8989174	0.4835116	0.07022723	0.12699503	0.37169877	0.014071369	0.920774	0.22057132	0.91397583	-0.048100494	0.0744167	0.9450817	0.08937472	0.80783784	0.19998328	0.28350747	0.02915639	0.8684687	0.088677	1.1120102	0.96890897	0.016517099	0.26488474	0.19541363	0.92585546	0.83429945	1.0654075	0.97630525	1.1655774	0.022779029	0.90626895	0.08285483	0.8905477	-0.037844464	0.07327402	0.07631537	0.08278335	0.9180188	0.12661175	0.94176966	1.0253447	0.56000644	0.81536794	0.9102736	0.91049117	0.023903523	0.92091364	0.591298
Run_96cell87	1.2063855	1.2849177	0.22150531	0.94050014	0.326295	0.94972354	1.2983772	1.3355125	0.8722068	1.0720822	0.29232544	0.9501798	-0.085910976	1.158339	-0.15772596	0.18476218	0.52965313	1.2212658	0.7440575	0.3579203	0.4349109	-0.11208871	1.0155394	0.24255486	0.10506527	1.2435147	1.4203222	0.5741019	0.4322377	0.00041229278	-0.19572397	0.097050175	0.08190168	-0.033498462	0.6441469	1.3720547	1.3635337	0.17304178	0.7387909	0.44330865	-0.0013364367	0.7063569	0.83306056	0.07646491	0.9278359	-0.13820086	0.060112156	0.1381714	-0.45370096	0.39783502	0.17762601	1.3952097	0.7633117	1.4759463	0.017998688	0.10234371	0.87998736	0.30877617	0.91060686	-0.29280183	-0.39934817	0.6017286	0.18877897	1.1417475
Run_96cell88	1.0600042	0.037516303	0.9846915	0.07845585	0.09870379	1.1343306	0.11209182	0.13408995	1.0755265	0.68136305	0.9526247	0.118811876	1.051158	0.23979348	-0.06232912	0.8547538	1.0199499	1.0447121	0.15184788	0.045637883	1.0451914	0.12710705	1.0240483	0.29749206	-0.019083038	-0.16525422	0.92075783	0.19825323	0.34897858	0.98930734	0.11563678	0.6383825	0.0018868241	0.12941934	0.042431977	1.036222	0.9028681	0.015152322	1.0205245	1.0163307	0.95479965	1.0589293	1.0120345	1.0320435	0.84581184	0.98578596	0.16096461	-0.069679715	0.9002948	-0.012403458	0.005693052	-0.03143797	0.6397096	0.09433087	0.65935206	-0.028208837	0.5144109	0.021375887	-0.021806657	0.027021974	0.016746003	0.017972391	0.034568265	0.013608262
Run_96cell89	1.0831513	0.1347957	1.1113085	0.0304606	0.12767085	-0.031479325	0.7321676	0.099679016	1.0698929	0.055095624	0.069801964	1.0712067	1.0992994	1.0465932	-0.036920153	1.0326437	1.1305754	0.9940381	0.13527521	0.026512917	0.5075514	0.004699502	0.9865846	-0.1595046	1.143548	0.38951686	-0.060393546	1.1342924	-0.06839483	1.1539307	0.09332489	0.16202937	0.06960879	0.55966616	-0.0008438127	1.0340154	1.080943	-0.007224004	0.048105314	1.0539376	0.93745106	1.3198704	0.30752388	1.0317075	1.1574857	0.13808659	1.1668516	0.00019212347	1.1555839	-0.12536442	0.092655584	-0.026326584	0.40922242	1.1435858	0.098610535	0.9471837	1.0474094	0.23195496	1.1180863	0.90177387	-0.43477896	0.015547756	0.88775617	-0.049016744
Run_96cell9	1.2168894	0.11856253	1.016885	0.29607835	0.035093833	0.3071535	0.12766746	0.651627	0.4456055	0.30305642	0.5548367	0.9204811	0.8380241	0.36531764	0.10682656	0.30822515	0.63686436	0.64767486	1.1160064	0.40262312	0.7323222	0.43686187	0.96846896	0.86352855	-0.2418065	1.2588643	0.2848439	0.6845678	0.74609923	0.34223828	0.45782652	0.04138483	0.46432164	0.23786989	0.06511444	0.8176042	0.4135074	0.017273353	0.24350062	1.0641404	1.0263861	0.7221122	-0.27694887	0.7695118	0.5232103	0.07305352	0.08540235	0.17406671	0.842315	0.2002266	0.08639723	0.65168	0.32974157	0.32605237	0.7508412	-0.1327986	-0.27773166	0.9781841	0.20034394	0.80640036	0.27188942	0.070230596	-0.13847563	0.21620184
Run_96cell90	1.1024051	-0.006905243	1.0283455	-0.012784606	0.012352307	0.059679702	1.0150201	-0.018241586	1.0924748	-0.019572109	-0.071680166	0.50481397	0.9238445	1.0368507	0.015497373	1.0208455	1.0236833	0.6288865	0.90096134	-0.0071017444	0.97074443	0.051993616	0.9704843	0.64193517	1.0019557	-0.033228427	0.021639835	0.935176	-0.024982806	1.0351067	-0.0740334	0.066134	0.027496574	0.93937254	0.09197605	0.98177433	0.9705412	0.031129768	0.9518259	0.052267198	1.0004729	1.0176572	0.97899246	0.95912564	0.7287402	0.11895468	1.1043682	0.009601618	1.0126694	0.05994991	0.03204689	0.14343296	-0.15775758	1.0836601	0.09606363	0.97998714	0.9779381	0.11096612	1.0129836	0.99807405	0.97231543	0.03190069	1.0263487	0.70786977
Run_96cell91	0.026028357	0.30429205	0.9197371	0.03319492	0.19629176	0.061164655	0.6312343	0.09385481	0.9770132	0.7641104	0.09221167	1.062723	0.92979604	0.75733733	-0.012956347	0.9671235	0.9076902	1.0883054	-0.07697648	-0.31805634	0.8912415	0.015915222	1.0916727	-0.30281267	0.73774874	0.27329025	-0.1392112	0.47653627	0.98070484	0.7781254	-0.15418763	-0.020609137	0.0050976668	0.16540001	0.054593265	0.9622992	1.1452425	0.0547181	-0.13088802	0.95132965	0.6907984	0.94175017	-0.054460347	0.86382633	1.0586536	0.19714615	0.8046034	0.17203924	0.73442113	1.2601436	0.0037786104	0.25165343	0.88593805	0.75552964	0.11915104	0.42673177	0.89739203	0.64972585	0.8934679	1.0101244	0.2003049	-0.033659823	0.504827	-0.28141683
Run_96cell92	1.1150577	-0.006681975	0.7942155	0.0021290453	0.04698687	0.10003777	0.81309426	0.017084211	0.963487	0.051073212	0.094734855	0.050453067	0.06071314	0.7235316	0.024955206	1.1814486	0.79321766	1.2022548	0.60407805	0.33225912	0.7509093	-0.012651235	0.9782044	1.3617826	0.902756	0.10834497	-0.037176233	0.9605751	0.0010694219	0.64738584	0.088142574	-0.05584304	-0.011706393	0.7713746	0.71572375	0.80309665	1.0018923	-0.055524446	0.5029995	0.13572255	0.96663624	0.87827593	0.6075032	1.0327568	0.92244834	-0.06798178	1.0391377	0.02755114	1.0775054	0.29015523	-0.020660883	0.28521362	0.3633418	0.74852616	-0.013143866	0.79015017	0.88400173	0.9228168	1.0674826	1.0443176	0.8421276	-0.06696743	1.0496782	0.29655725
Run_96cell93	0.7428788	0.46332204	0.18975094	0.33927196	0.13033952	0.9821867	-0.18221644	1.2168021	0.6091967	0.58382803	0.7452737	-0.51470447	0.44226354	0.20963457	0.16693968	0.61661935	0.6950796	0.85534924	0.9739611	0.20714563	0.2092529	-0.0012843609	0.8458251	0.3509234	0.14854951	0.60148007	0.58494323	0.44685966	-0.17838569	0.4527714	0.114976086	0.70132655	-0.008188112	0.17866307	0.1478581	1.0032396	0.36989468	0.08015768	0.36116597	0.6750468	0.15490232	-0.026211992	1.0784072	0.1531676	0.87684816	0.31769314	-0.16233191	0.0065880297	0.8885724	0.2359285	0.005238101	-0.18599331	0.37691337	0.60262924	0.019345626	-0.16849604	0.4704276	0.40402314	0.015860915	0.7383928	-0.0055976324	0.020804169	0.9550184	0.5233561
Run_96cell94	1.4370688	0.06355793	0.99338686	0.08211341	-0.030941833	0.37279198	0.83262354	0.7061515	1.1883703	-0.1024896	-0.11912099	0.48512262	0.42597347	0.23985611	0.22288832	1.0539083	0.32351106	0.8894493	1.0468231	0.33227402	-0.062240236	-0.16125934	1.1125785	1.1583136	0.49004206	-0.08656863	0.41293812	0.73253584	0.35600278	-0.070983894	0.36350313	1.079815	-0.044296473	0.35930666	-0.24941128	0.8379091	1.2715096	0.04541398	0.5845165	0.75684845	0.9373927	0.8157972	0.26858628	0.78352666	0.7290164	-0.058735237	0.3792239	-0.033796255	0.14433824	0.7733676	0.19921988	0.18969011	-0.0042635184	1.27171	0.33255827	0.96945804	0.18322222	1.2974424	0.47098422	1.311897	1.0951204	-0.014452511	0.5267537	0.15612602
Run_96cell95	0.5512482	0.04537428	0.27132004	-0.044928644	-0.035528783	1.0685208	0.33495334	0.074408524	0.9597199	1.0012767	0.05263312	0.43835413	-0.09642185	0.25209856	-0.059987895	0.8295315	0.29492146	0.93567604	0.93140256	1.0862318	0.20967567	0.4787765	0.91500777	0.550099	0.6586515	-0.07396343	0.21757321	0.07822536	0.84676915	-0.057741545	0.9446406	0.8632615	0.27653083	0.032703403	0.14678426	-0.021122076	0.70111716	0.00855626	0.6966407	0.6734142	-0.09040199	-0.033587694	0.78748316	0.6579092	1.0326188	-0.17293587	0.12278094	-0.034009237	0.6733163	0.012908727	-0.06990373	0.0015144777	0.9351055	-0.02998314	0.41843385	0.5843415	0.4150824	0.6381598	-0.07064792	0.950287	0.49479935	0.027589643	0.17025661	-0.18395329
Run_96cell96	0.9274305	0.0786166	1.0426952	0.001156711	-0.008939954	0.373367	-0.21442777	0.023229199	0.9280411	-0.0014914228	1.0470369	0.07799265	1.0331551	0.44305113	0.0524204	0.98325396	1.1705093	0.5384904	0.47336036	0.20274422	1.1754478	0.113738045	1.0122101	0.34766728	0.16502479	0.08570738	0.16830514	0.7669666	0.40932092	0.81667626	0.16660114	0.26319808	0.046107754	0.12318711	0.051545586	0.9727366	1.0955212	-0.011605993	0.6464562	0.94961137	1.0572366	0.9066489	0.46399558	1.0267227	0.108723715	0.546031	0.30802763	0.081248395	1.0996064	-0.00036500423	0.09699279	0.06659967	0.9621514	0.15109566	0.0053403834	0.20975868	0.09072529	0.3958324	0.50636303	0.2155775	-0.020912182	0.07275914	0.019584037	0.16402727
Run_1312cell25	0.4697674	1.3379649	0.9655926	0.18042594	0.09698505	-0.017541222	1.0345683	-0.16470562	1.0179121	0.05061686	-0.044919852	0.6689652	0.81506443	0.8439547	-0.06462454	0.91851586	1.0233927	0.65534383	0.36386108	0.21051571	0.6649612	0.038829207	0.9050744	0.6209594	0.7979572	0.25172725	0.056491364	0.9585837	0.009753185	1.0135213	0.075996086	0.0096444525	-0.0032955352	1.1064597	0.066549115	0.8683176	0.8682661	-0.04280132	0.2344352	0.06340493	0.8024383	0.9791132	0.7953472	0.9596947	0.78620857	0.0863792	0.98579496	0.06613842	0.90238446	0.42015162	-0.0306446	0.7952824	0.19277188	0.95103496	-0.030953556	0.83264434	1.0699548	0.34878603	0.83711016	1.0609548	0.11113623	0.088695705	0.85417384	0.17270485
Run_1312cell26	0.10688244	0.20240745	1.079548	-0.07694678	0.60240203	0.061253525	1.0516152	0.34343284	1.0861089	0.40641183	0.12659875	0.80345166	0.9099102	0.4629367	-0.045878775	1.0346026	0.74691445	0.57930696	0.2591654	0.78656733	1.1357728	0.011730947	0.9360047	0.35098726	0.13755119	-0.004548182	0.65585554	0.8993852	0.28605872	0.28987345	0.16310725	0.76473004	0.029769147	1.0400683	0.088309504	1.0112468	1.0449172	-0.0336824	0.23384805	0.25247476	0.99915487	0.5122117	0.86484206	0.8259917	0.93816984	-0.0856054	0.7441581	0.03419439	0.32160807	0.050725244	0.03057022	0.47307226	0.61417913	1.1811086	0.22140957	0.88914347	0.8922144	0.90361506	0.7510408	1.120563	1.1146743	-0.0018911045	0.5852398	1.2084754
Run_1312cell27	1.1234142	-0.031097792	0.62089455	0.1462821	0.22568516	0.69524103	-0.10321327	0.68978244	0.7872423	0.70451486	0.8886697	0.5370832	0.8259142	0.2833256	-0.13718048	1.0777745	1.0096207	0.93183064	0.13045622	0.24271408	0.88247377	0.075772375	0.90242463	-0.029507007	0.11897999	0.39385056	0.7150479	0.16614875	0.835211	1.007143	0.25994718	0.77455586	0.17939188	0.15350308	-0.13335672	0.81502455	0.60276884	-0.0130028	0.8831951	0.76727676	1.2114874	0.04268018	0.65693504	0.7233348	0.66589123	0.5691464	0.069732375	-0.076339655	1.0973742	0.45301265	0.0035122298	0.22672714	0.51262593	0.15022919	0.09498115	0.07361825	-0.16597295	0.2648254	-0.14128475	0.17186207	0.1378182	0.052933227	0.2616305	0.11408111
Run_1312cell28	0.25535393	-0.0072261393	0.84233266	0.031534426	0.21028894	0.15609618	0.5744599	-0.034597225	1.0526216	0.18310463	-0.040282167	1.0225241	0.9684807	0.7759079	-0.03320898	1.0022849	0.86907876	1.2227885	-0.075142115	0.17566761	0.89947534	0.00059694797	0.9990054	0.41905835	0.7966578	-0.0894728	0.004279621	0.73169494	0.41506353	0.5666772	-0.031918913	0.0061595067	0.04910647	0.17869404	-0.018301379	0.95214593	0.925713	-0.023853002	-0.03896773	0.86358434	0.9543119	0.92017496	-0.18048847	1.0372937	0.9304985	0.044280317	0.65764827	-0.12835696	0.7504428	0.68184775	-0.025699805	-0.07831697	0.6703438	0.53745353	0.32885876	0.49205208	0.96455985	0.5777911	0.74710613	0.97878283	0.3619419	-0.018740593	0.9098575	-0.06820388
Run_1312cell29	0.14997496	-0.067829356	0.7625974	0.032852042	-0.005735549	0.45178068	0.7547728	0.052116007	1.167617	0.44516027	0.07985047	0.586534	1.1193451	0.2660041	-0.03670363	0.99400675	0.92733514	1.0730672	-0.15021996	0.35547775	1.3155149	-0.17753328	0.98878413	0.4460423	0.23167047	0.15879299	0.29654413	0.31338733	0.30406252	0.44459826	-0.0052958187	0.23897193	-0.04043456	0.26585367	-0.0448376	0.77090275	0.9002494	-0.113426566	0.0878791	0.47799084	1.159704	1.1019917	-0.11719893	1.1169202	0.7741998	0.43875828	0.5183289	-0.058344845	0.906201	0.6825859	-0.03438362	-0.33744133	0.7409662	0.21325928	0.37360543	0.21084903	0.77283347	0.6643259	0.5474788	0.86877626	0.18569055	0.009669879	0.6709581	0.06508297
Run_1312cell30	1.0712657	0.62324274	0.9982916	0.27610594	0.5004802	0.043268114	0.7421131	-0.09101299	1.0216475	0.13599426	-0.077357806	1.1299987	0.97341394	1.0354795	-0.0046136454	0.9450983	0.6655897	1.0875825	-0.059227727	0.3134694	0.68473095	-0.0035216995	0.9462338	0.9201836	0.8897128	0.85042715	0.05095259	1.1307489	-0.057002734	1.0460643	0.22850622	-0.044899523	-0.003649922	0.7913975	0.030834198	0.90846735	0.9546873	-0.037987977	-0.035540678	0.41222918	0.8108101	0.9767306	0.331418	1.0965029	0.5750616	0.1402891	0.92112684	0.0864564	0.06559907	-0.085876584	0.035626467	0.22934695	0.5911802	1.1122087	-0.08756086	1.0084693	0.87066114	1.0509512	0.9423677	1.0383711	0.8184113	-0.036989212	0.96740067	-0.01071772
Run_1312cell31	1.1105542	0.00013375096	1.0765743	0.13127743	-0.0022527939	0.11366816	0.62134343	0.0013267417	1.0304121	0.0061036227	-0.010942669	0.92689764	0.9547844	1.1487299	-0.0013546646	0.9662943	0.9189765	0.7380451	0.03500569	0.7956269	0.9523726	0.00093344226	1.0480022	0.5659026	0.9406353	0.07100703	0.07928656	0.88965404	0.062694505	0.85735786	0.04113707	0.10141351	0.014588891	0.5135018	0.016557261	1.0342072	0.95359474	-0.016752034	1.0654693	1.1140579	0.8384782	0.97954524	0.77929515	0.950573	-0.06832592	-0.10726452	0.8921345	0.05137721	0.6185684	0.0464665	0.004469894	0.29128203	0.19134003	0.99778885	0.03941273	0.8448668	0.8556957	0.58014464	0.9112577	0.9839678	0.54889363	0.040037826	0.89453775	0.12639524
Run_1312cell32	1.1318924	-0.0044949055	0.9677101	0.0026218155	0.018488716	0.066911854	0.9967228	0.007771166	1.010787	-0.025613021	-0.022466354	0.28083804	0.28047016	0.8902383	0.002806332	1.1565988	0.8832076	1.3346542	0.438017	0.4860036	0.7956323	-0.046331376	1.1072793	1.0090948	1.0259261	0.1514849	0.11211151	1.0512376	0.032412503	0.59201956	-0.02091424	0.14175905	0.1314429	0.98064184	0.69627166	0.94181675	1.0786262	-0.017422037	1.3053341	0.018395979	1.0833044	1.0840925	0.7341415	1.0745604	1.141109	-0.1689519	1.105148	0.049232278	1.0416689	0.047406547	-0.01099796	0.6256593	0.70502865	0.8857485	0.14683843	1.0036296	1.061449	0.5820212	1.1066236	1.0859749	1.2971318	-0.021756036	1.1477599	0.7637351
Run_1312cell33	0.10085437	0.12950525	0.96292734	0.04766793	0.8361717	0.70380026	0.49964553	1.0382621	1.1841034	0.708216	0.16866054	0.864777	0.84485936	0.2745929	-0.041371785	0.90463924	0.46574408	0.23323199	0.0039145257	0.8090356	1.2397286	0.14111532	1.0451915	-0.019599553	-0.10200216	0.6542115	1.0953368	0.83436537	0.61150163	0.12090448	0.123811185	0.7756432	-0.26472852	1.2585093	0.2211767	1.2475351	0.9402697	-0.033583	0.22424942	0.41262516	1.1368421	0.8257179	0.68229395	0.63925916	0.94163805	-0.0032988489	1.0434366	0.24434613	-0.20187898	0.05507621	-0.040813986	0.6020943	0.8621409	1.5041441	-0.30522445	0.9209285	0.79890484	0.33152544	0.070721924	1.3319769	1.207931	-0.084539995	0.723998	1.2146531
Run_1312cell34	0.99068105	0.14033523	0.450316	0.019575741	0.368007	1.0749472	0.16815937	0.3789569	0.5266744	1.1610994	0.13763073	0.2085918	0.08741805	0.29750744	0.09461769	1.0709965	0.42132723	1.0589209	1.0613109	0.6940255	0.15943463	1.0199732	0.94470984	0.9128627	0.47215828	-0.012833194	0.5182274	0.84275186	0.93181646	0.13828534	0.78172076	0.9306467	0.42008623	0.042137343	0.057300314	0.65583307	0.99890184	0.0017418768	1.1641035	0.73698604	0.7781798	0.21084234	0.8583289	0.82173634	0.2776936	0.08697584	0.053644016	0.03514568	0.688596	0.24183066	0.103884965	-0.20152967	0.6890677	0.119728826	0.20441027	0.4718861	0.3577058	0.93520707	0.37436906	0.6032409	0.20782775	-0.11603224	0.39984098	0.020235628
Run_1312cell35	1.2208726	0.107151024	1.0048529	0.05488415	-0.044759043	0.087177	0.8645981	0.057214126	0.91949546	-0.058399778	-0.08883321	1.0987266	0.86509633	1.19418	-0.06036625	0.93492913	0.8155627	0.9465709	0.27362147	0.21876767	0.8066943	-0.016864259	0.9837966	0.5414212	1.094821	0.029058784	0.04664379	0.9462748	0.0070950603	0.91559947	0.055791155	0.068207584	0.10531568	0.70181984	0.2026873	1.0194527	0.9506052	0.015094948	0.5813182	0.88300395	0.9552711	1.177143	0.49293482	0.98856753	0.77418506	-0.18324248	0.7832643	0.0040159626	0.8386622	-0.06561838	0.06787139	0.2740466	0.38383844	1.0942421	0.015691198	1.0939121	0.8565333	0.63486505	1.0656708	0.9824772	0.23148468	0.030346276	0.94773287	0.5008897
Run_1312cell36	0.6733574	0.43632233	0.9685136	0.047079854	0.13245218	-0.033590227	0.16991082	-0.02337169	0.92057407	-0.02094471	-0.034764975	1.0989172	0.8076942	1.0766764	-0.02685929	0.9434298	0.740977	1.0114962	-0.042330906	-0.16912231	0.47538328	0.03566639	1.0108383	0.68629426	0.9295844	0.25580934	0.13597205	1.13061	0.30754605	0.91100657	0.0631823	0.04273594	0.055371337	0.30822796	0.02846381	1.0077413	0.96763134	0.05735237	-0.062438242	1.0565263	0.69604355	0.9450198	-0.033281505	0.95462704	0.93778485	0.31721216	1.0482892	-0.002408159	0.81946397	0.68553597	0.0036271773	0.15252693	0.80690217	1.0507681	0.080687806	0.5491481	0.8868541	1.0183307	1.0066141	0.8796659	0.39535335	0.010852734	0.7373614	-0.051585652
Run_1312cell37	1.057493	0.0749648	1.0399697	0.03511144	-0.05378412	0.05631022	0.5920902	-0.052227803	1.0215383	-0.056681912	-0.04043503	0.90269196	0.92989355	0.99532056	-0.032900684	0.9744581	0.9017274	0.6395303	0.79959166	0.12108153	1.0720052	-0.0015348215	1.0241122	0.7946196	0.97732437	0.0031930497	-0.068045795	0.9479654	-0.039222263	0.956365	0.10095452	0.096264936	-0.04010105	1.0221747	0.0956085	1.0336816	1.0330415	-0.03620539	0.40639502	0.03280722	1.0206497	1.047863	0.8254203	0.9143762	0.8465882	-0.035414062	0.9832873	0.03736103	1.021598	-0.033028707	-0.02243796	0.32712618	0.2580608	1.0324352	-0.07445642	0.9840094	0.9696119	0.19921026	1.114888	1.0598688	0.8844328	4.7175214e-05	0.98977983	1.2733057
Run_1312cell38	0.9552513	-0.13058662	1.1133591	0.07994317	0.27670684	0.08969508	0.74779576	-0.02193006	1.0725675	-0.057067443	0.12419561	0.83862185	0.84025633	0.9850867	-0.032762855	1.0583559	0.89919615	0.9923243	-0.13898158	1.1129713	0.99602264	-0.016925357	1.0276263	0.4138818	0.57487786	0.000887095	0.11775339	0.9317642	0.09216623	1.1059593	0.061580352	0.064980924	-0.0020218473	0.7278677	0.029630587	0.92660594	1.0349525	-0.018670471	0.87703127	1.0341578	0.563103	1.002318	0.6527247	1.0809813	-0.008137282	0.1563949	0.6940293	0.04288779	0.75728637	0.062401555	0.046396066	0.2641825	0.47867343	0.7218335	0.057186253	0.6474012	1.0309464	0.5267698	0.8020319	0.895259	0.23969132	-0.024419757	0.86764336	0.12991968
Run_1312cell39	0.97545826	0.049835138	1.0464091	0.05718913	-0.027620003	0.051284015	1.1052171	-0.0062098447	1.062664	0.01806086	0.025055833	0.9918052	1.096816	1.0391273	-0.06013225	1.0187541	1.0312694	0.29215598	0.16049051	-0.120760515	0.8651852	-0.006322898	1.022331	0.6196821	0.98019624	0.018469587	-0.02772304	1.0373099	0.040842872	1.0089278	-0.040210716	0.024102844	-0.004272092	1.0799431	-0.009248332	1.0333091	0.9986895	-0.0239861	1.2150137	0.09544867	0.981169	1.0098777	1.0579253	1.0134337	0.7263488	0.012105551	0.98997605	-0.021488216	1.0773228	-0.0040478674	-0.011778478	0.04821174	0.07066355	1.0165706	-0.0051724156	0.9441914	0.9943016	0.08079917	1.0314193	1.0572577	0.86543024	-0.017205467	1.0693657	0.6277424
Run_1312cell40	0.90323234	0.20489532	0.9834739	0.076394476	0.083401226	0.035724193	0.78404963	-0.0072274376	0.9363217	0.008702953	0.032258116	0.89280987	0.9054457	1.0561082	-0.053497948	0.9580918	1.0839136	0.93201303	0.1076893	0.07713002	0.6418548	-0.026589401	0.9676648	-0.074318305	1.0832279	0.08364312	-0.008816652	0.9404315	-0.0068186494	0.96002674	0.0646676	0.06807093	0.06799401	0.80699223	0.06599687	0.9894141	0.84536827	-0.008456143	0.1850234	0.55307364	0.83111477	1.1539003	0.15502204	1.0510058	0.9119857	-0.03251621	0.7906545	-0.10236694	0.99198186	0.013222937	0.07851219	0.4930412	0.46201605	1.1135144	0.01420796	0.96340936	0.9356638	0.5769947	0.9598079	0.92776173	0.08082597	0.0349041	0.8850333	0.48832682
Run_1312cell41	0.9353534	-0.016790021	0.78703845	0.09934041	0.1317855	0.47147134	0.295921	0.6574685	1.1095546	0.37478447	0.7630819	0.20977181	0.9529214	0.23003499	-0.009001337	1.0151486	0.8908032	0.9029282	-0.00223835	0.9921496	0.8407032	0.16435313	1.0137045	-0.08589119	-0.14478281	0.57928425	0.27389976	0.47945404	0.43391603	0.8445475	0.02635164	0.421893	0.02413194	0.6740019	-0.02700045	0.90842915	0.85969394	-0.06709563	0.3211435	0.9333937	0.9074363	0.27455962	0.7418998	0.7504135	0.62719554	0.056195162	0.3420621	0.03116737	0.90520173	0.035866152	-0.018701728	0.15940413	0.77264345	0.7790572	-0.21377751	0.30978042	0.17401493	0.11060795	0.40895277	0.4988154	0.20816632	-0.010365626	0.25010455	0.72957575
Run_1312cell42	0.13306941	0.44698143	1.0145332	-0.0426011	1.1062746	0.81290805	1.0297123	0.6373027	1.0426648	0.82873756	0.7666532	0.12046285	0.8954501	0.24462827	-0.034822434	0.7866033	1.0408522	0.55103886	0.06617043	0.86792815	0.9916481	0.08103263	0.8893369	0.05671795	-0.17203343	0.31892326	0.9864834	-0.00084875524	0.9494701	0.027749859	0.15600215	0.9681993	0.25728244	0.053023178	-0.03804473	0.8276446	0.7483422	0.0024149101	0.16005763	0.9820062	0.8103053	0.25900805	0.7078209	0.13850264	0.8207086	0.046613	0.3001715	0.1112402	0.14093009	-0.09327003	0.059641894	0.88298535	1.0246781	0.4614618	0.40580416	0.41063756	0.8907337	0.07032309	0.11636709	0.62583774	0.8555234	0.02279042	-0.012494341	0.96637285
Run_1312cell43	0.77989566	0.12512809	0.76128125	0.059234973	0.077192605	0.45657545	0.081142746	0.12503296	1.0703318	0.8451117	0.73105925	1.2287593	1.2583939	0.55167997	-0.05912803	0.96920216	1.0358379	1.1526122	-0.16388306	-0.036521733	1.1766266	0.018105574	1.0154147	-0.1982679	0.04176493	0.57193077	0.88656074	0.63945055	1.1393739	0.87982464	0.015314536	0.25116926	0.026872724	0.020196516	0.071525715	0.909485	0.9485149	0.022245092	0.62551326	1.057347	0.91669255	0.94280136	0.2674336	1.0922897	1.1525903	0.7432351	0.037432007	0.0030019088	1.0277525	0.2509709	0.068018004	0.10244143	0.373577	0.20720652	0.2618021	0.0012206212	0.8585516	0.39010897	0.32553303	0.15349157	-0.11914906	0.044892766	-0.0058089867	0.025653176
Run_1312cell44	0.7109398	0.06232722	1.1735464	0.28345266	0.17369889	-0.07487271	0.026014857	0.16419166	0.81485486	0.07900196	0.2874881	0.41467637	1.211509	0.3904659	-0.04168003	0.75803006	0.8881357	0.48639598	0.4026019	0.6576721	1.114122	0.06666951	1.0507133	0.31113136	0.26001677	0.13120356	0.21699546	1.0125176	-0.1194246	0.47164533	0.0003217142	0.47376347	-0.14818586	0.8704562	-0.022368714	0.95648897	1.0895591	-0.035589173	0.34379837	0.7833553	1.006118	0.8636141	0.6548491	1.0660796	0.44661322	-0.13056761	0.33847383	0.006166029	0.7832369	0.034443133	0.023612075	0.10466514	0.962203	1.23701	0.1207104	0.5516604	0.41171166	0.56233793	0.78095096	0.9037461	0.6222044	0.035578713	0.65088385	0.63429296
